标题,"简写作者,期刊,时间,出版商",简写摘要,引用,被引用次数,文献链接
GPT-4 to GPT-3.5:'Hold My Scalpel'--A Look at the Competency of OpenAI's GPT on the Plastic Surgery In-Service Training Exam,"JD Freedman, IA Nappier - arXiv preprint arXiv:2304.01503, 2023 - arxiv.org","… OpenAI’s GPT. Unlike many of the simulated tests or practice questions shown in the GPT-4 …
Our evaluation shows dramatic improvement of GPT-4 (without vision) over GPT-3.5 with …","Freedman, J. D., & Nappier, I. A. (2023). GPT-4 to GPT-3.5:'Hold My Scalpel'--A Look at the Competency of OpenAI's GPT on the Plastic Surgery In-Service Training Exam. arXiv preprint arXiv:2304.01503.",被引用次数：76,https://arxiv.org/pdf/2304.01503
Asynchronous transfer mode switching arrangement providing broadcast transmission,"RJ Proctor, TS Maddern - US Patent 5,271,004, 1993 - Google Patents","An asynchronous transfer mode switching arrangement includes a serial to parallel converter
arranged to receive input packets of data, which include routing information, in serial form …","Proctor, R. J., & Maddern, T. S. (1993). U.S. Patent No. 5,271,004. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：76,https://patentimages.storage.googleapis.com/1c/e8/92/85de044c4354cd/US5271004.pdf
TRScore: A Novel GPT-based Readability Scorer for ASR Segmentation and Punctuation model evaluation and selection,"P Behre, S Tan, A Shah, H Kesavamoorthy… - arXiv preprint arXiv …, 2022 - arxiv.org","… However, as we present in Table 4, TRScore-GPT also captures the readability impact of
other elements such as disfluency, capitalization, and ITN formatting. A key limitation of metrics …","Behre, P., Tan, S., Shah, A., Kesavamoorthy, H., Chang, S., Zuo, F., ... & Pathak, S. (2022). TRScore: A Novel GPT-based Readability Scorer for ASR Segmentation and Punctuation model evaluation and selection. arXiv preprint arXiv:2210.15104.",被引用次数：76,https://arxiv.org/pdf/2210.15104
Geotechnical Parrot Tales (GPT): Overcoming GPT hallucinations with prompt engineering for geotechnical applications,"K Kumar - arXiv preprint arXiv:2304.02138, 2023 - arxiv.org","… and harness the full potential of GPT in geotechnical engineering. … By developing a deep
understanding of GPT's strengths and … In this article, we will explore GPT and its applications in …","Kumar, K. (2023). Geotechnical Parrot Tales (GPT): Overcoming GPT hallucinations with prompt engineering for geotechnical applications. arXiv preprint arXiv:2304.02138.",被引用次数：76,https://arxiv.org/pdf/2304.02138
Analysis of sequence specificity of 5-bromodeoxyuridine-induced reversion in cells containing multiple copies of a mutantgpt gene,"JB Rotstein, MT Kresnak, GM Samadashwily… - Somatic cell and …, 1992 - Springer","… to transfer these characterized, mutant gpt genes into other … gpt genes from A912 cells to
other cells by means of infection, we have carried out studies involving the transfer of altered gpt …","Rotstein, J. B., Kresnak, M. T., Samadashwily, G. M., & Davidson, R. L. (1992). Analysis of sequence specificity of 5-bromodeoxyuridine-induced reversion in cells containing multiple copies of a mutant gpt gene. Somatic cell and molecular genetics, 18, 179-188.",被引用次数：76,没有链接
Examination of in vivo mutagenicity of sodium arsenite and dimethylarsinic acid in gpt delta rats,"M Fujioka, M Gi, S Kawachi, K Tatsumi, N Ishii… - Journal of …, 2016 - Elsevier","… Ten-week old male gpt … the gpt gene by 6-thioguanine selection (gpt assay) and deletion
mutations are identified in the red/gam genes by Spi ? selection (Spi ? assay). Results of the gpt …","Fujioka, M., Gi, M., Kawachi, S., Tatsumi, K., Ishii, N., Doi, K., ... & Wanibuchi, H. (2016). Examination of in vivo mutagenicity of sodium arsenite and dimethylarsinic acid in gpt delta rats. Journal of Environmental Sciences, 49, 125-130.",被引用次数：76,没有链接
Blind Judgement: Agent-Based Supreme Court Modelling With GPT,"S Hamilton - arXiv preprint arXiv:2301.05327, 2023 - arxiv.org","We present a novel Transformer-based multi-agent system for simulating the judicial rulings
of the 2010-2016 Supreme Court of the United States. We train nine separate models with …","Hamilton, S. (2023). Blind Judgement: Agent-Based Supreme Court Modelling With GPT. arXiv preprint arXiv:2301.05327.",被引用次数：76,https://arxiv.org/pdf/2301.05327
Method and apparatus for verifying the integrity of a smart card,"DO De Borde - US Patent 5,416,423, 1995 - Google Patents","A Contact Smart Card (3) is inserted in a contact card reader and its capacitance is measured
by applying a square wave generated by an oscillator (1) to it via a resistor (4). The …","De Borde, D. O. (1995). U.S. Patent No. 5,416,423. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：76,https://patentimages.storage.googleapis.com/bc/d5/d9/363f68ffb4410e/US5416423.pdf
"The Distribution of Genetic Markers in Blood Samples from Okinawa, the Ryukyus The Distribution of Red Cell GPT and GOT Types in Ishigaki Island","G ISHIMOTO, M KUWATA, S MISAWA… - Journal of the …, 1974 - jstage.jst.go.jp","… GPT (glutamic-pyruvic transaminase) and GOT (glutamic-oxaloacetic transaminase)
polymorphisms were examined in 765 samples collected in Ishigaki Island. In GPT … on the GPT …","ISHIMOTO, G., KUWATA, M., MISAWA, S., & OMOTO, K. (1974). The Distribution of Genetic Markers in Blood Samples from Okinawa, the Ryukyus The Distribution of Red Cell GPT and GOT Types in Ishigaki Island. Journal of the Anthropological Society of Nippon, 82(2), 144-149.",被引用次数：76,https://www.jstage.jst.go.jp/article/ase1911/82/2/82_2_144/_pdf
Ten Quick Tips for Harnessing the Power of ChatGPT/GPT-4 in Computational Biology,"T Lubiana, R Lopes, P Medeiros, JC Silva… - arXiv preprint arXiv …, 2023 - arxiv.org","… Although our primary focus is on the current ChatGPT/GPT-4 model, we believe that these
tips will remain relevant for future iterations of the technology, as well as other LLMs and …","Lubiana, T., Lopes, R., Medeiros, P., Silva, J. C., Goncalves, A. N. A., Maracaja-Coutinho, V., & Nakaya, H. I. (2023). Ten Quick Tips for Harnessing the Power of ChatGPT/GPT-4 in Computational Biology. arXiv preprint arXiv:2303.16429.",被引用次数：76,https://arxiv.org/pdf/2303.16429
GPT polymorphism in the Polish population.,"D Schlesinger, T Dobosz - Archivum Immunologiae et Therapiae …, 1976 - europepmc.org","… the hypothesis that the GPT system is dependent on a pair of codominant alleles and
confirms that the GPT 1-1 and GPT 2-2 types are homozygotes, and GPT 2-1 is a heterozygote. …","Schlesinger, D., & Dobosz, T. (1976). GPT polymorphism in the Polish population. Archivum Immunologiae et Therapiae Experimentalis, 24(3), 423-428.",被引用次数：3,没有链接
ATM switching arrangement,"MT Jeffrey, TS Maddern, RJ Proctor - US Patent 5,544,168, 1996 - Google Patents","An ATM telecommunications switch includes a plurality of parallel data switching planes and
a parallel control plane, each plane having an equal number of input ports and output ports …","Jeffrey, M. T., Maddern, T. S., & Proctor, R. J. (1996). U.S. Patent No. 5,544,168. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：3,https://patentimages.storage.googleapis.com/67/14/9d/ec4f1f7bd13501/US5544168.pdf
"Changes in Levels of Liver Malondialdehyde, Liver and Serum Vitamin E, Serum GOT and GPT Activities, and Pathological Changes of Liver in the Case of Massive …","N Harada, Y Takahashi - Agricultural and Biological Chemistry, 1982 - Taylor & Francis","In these present experiments, rats were fed a low casein, vitamin E and selenium deficient
diet and were killed at various time intervals up to the occurrence of massive liver necrosis. …","Harada, N., & Takahashi, Y. (1982). Changes in Levels of Liver Malondialdehyde, Liver and Serum Vitamin E, Serum GOT and GPT Activities, and Pathological Changes of Liver in the Case of Massive Liver Necrosis in Rats Fed a Low Casein, Vitamin E Deficient Diet. Agricultural and Biological Chemistry, 46(11), 2645-2658.",被引用次数：3,https://www.tandfonline.com/doi/pdf/10.1080/00021369.1982.10865504
General purpose technology and wage inequality,"P Aghion, P Howitt, GL Violante - Journal of economic growth, 2002 - JSTOR","… the role of GPT diffusion for productivity and growth: in particular, the GPT approach provides
… Here, we develop the link between GPT and the dynamics of wage inequality. In this paper …","Aghion, P., Howitt, P., & Violante, G. L. (2002). General purpose technology and wage inequality. Journal of economic growth, 315-345.",被引用次数：3,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=98243fbc0c6094954122274a15c6b9d40155ac89
"甘草甘遂配伍对小鼠血清GPT, GOT, LDH 影响的实验研究","邓毅， 宁艳梅 - 中医研究, 2007 - cqvip.com","目的:探讨甘草与甘遂不同比例配伍对小鼠肝脏酶学的影响及作用机制.方法:以小鼠血清中谷丙
转氨酶(GPT),谷草转氨酶(GOT)及乳酸脱氢酶(LDH)为观察指标.结果:甘草与甘遂不同比例配伍对…","邓毅, & 宁艳梅. (2007). 甘草甘遂配伍对小鼠血清 GPT, GOT, LDH 影响的实验研究. 中医研究, 20(3), 15-16.",被引用次数：3,没有链接
Gut throughput dynamics in the appendicularian Oikopleura dioica,"á López-Urrutia, JL Acu?a - Marine Ecology Progress Series, 1999 - int-res.com","… It is possible to take advantage of this precise timing to develop an observational measurement
of the GPT To measure the GPT of a particle we need a precise timing of the moment of …","López-Urrutia, á., & Acu?a, J. L. (1999). Gut throughput dynamics in the appendicularian Oikopleura dioica. Marine Ecology Progress Series, 191, 195-205.",被引用次数：3,https://www.int-res.com/articles/meps/191/m191p195.pdf
"[引用] Determination with LDH, GPT and NAD","F Noll - Methods of enzymatic analysis, 1965 - cir.nii.ac.jp","Determination with LDH, GPT and NAD | CiNii Research … Determination with LDH, GPT
and NAD …","Noll, F. (1965). Determination with LDH, GPT and NAD. Methods of enzymatic analysis, 1(2), 856-860.",被引用次数：3,没有链接
Targeted Attack on GPT-Neo for the SATML Language Model Data Extraction Challenge,"A Al-Kaswan, M Izadi, A van Deursen - arXiv preprint arXiv:2302.07735, 2023 - arxiv.org","… a) Generation step: We use the GPT-Neo model to generate suffixes for a given prefix. In
the first step of the attack, we aim to increase the recall of the attack. We can generate multiple …","Al-Kaswan, A., Izadi, M., & van Deursen, A. (2023). Targeted Attack on GPT-Neo for the SATML Language Model Data Extraction Challenge. arXiv preprint arXiv:2302.07735.",被引用次数：3,https://arxiv.org/pdf/2302.07735
Determination of serum glutamate oxaloacetate transaminase and glutamate pyruvate transaminase by using L-glutamate oxidase,"T KAMEI, K ASANO, S NAKAMURA - Chemical and pharmaceutical …, 1986 - jstage.jst.go.jp","… The GOT and GPT activities obtained by our method were … in an assay mixture of GOT and
GPT. Snyder and Hendley3) … methods to determine GOT and GPT were devised by using L-…","KAMEI, T., ASANO, K., & NAKAMURA, S. (1986). Determination of serum glutamate oxaloacetate transaminase and glutamate pyruvate transaminase by using L-glutamate oxidase. Chemical and pharmaceutical bulletin, 34(1), 409-412.",被引用次数：3,https://www.jstage.jst.go.jp/article/cpb1958/34/1/34_1_409/_pdf
"High-pressure structural phase transitions in Na, Mg, and Al","JA Moriarty, AK McMahan - Physical Review Letters, 1982 - APS","… and GPT results for Al. As can be seen in Fig. the qualitative agreement between GPT and …
is most responsible for quantitative differences between our GPT and LMTO results. At normal …","Moriarty, J. A., & McMahan, A. K. (1982). High-pressure structural phase transitions in Na, Mg, and Al. Physical Review Letters, 48(12), 809.",被引用次数：3,https://www.researchgate.net/profile/John-Moriarty-7/publication/236982491_High-Pressure_Structural_Phase_Transitions_in_Na_Mg_and_Al/links/0046351da6581f32ec000000/High-Pressure-Structural-Phase-Transitions-in-Na-Mg-and-Al.pdf
"[HTML] 3D geological modeling of the Upper Cretaceous reservoirs in GPT oil field, Abu Sennan area, Western Desert, Egypt","MF Abu-Hashish, HA Wanas, E Madian - Journal of Petroleum Exploration …, 2020 - Springer","This study aims to construct 3D geological model using the integration of seismic data with
well log data for reservoir characterization and development of the hydrocarbon potentialities …","Abu-Hashish, M. F., Wanas, H. A., & Madian, E. (2020). 3D geological modeling of the Upper Cretaceous reservoirs in GPT oil field, Abu Sennan area, Western Desert, Egypt. Journal of Petroleum Exploration and Production Technology, 10, 371-393.",被引用次数：3,https://link.springer.com/article/10.1007/s13202-019-00780-9
Comparison of BERT-Base and GPT-3 for Marathi Text Classification,"CS Pawar, A Makwana - Futuristic Trends in Networks and Computing …, 2022 - Springer","… is to put GPT-3 into the limelight with its useful features. For this purpose, we compared
GPT-3 with the best performing BERT model, and finally, in the race of evaluation, the GPT-3 …","Pawar, C. S., & Makwana, A. (2022, November). Comparison of BERT-Base and GPT-3 for Marathi Text Classification. In Futuristic Trends in Networks and Computing Technologies: Select Proceedings of Fourth International Conference on FTNCT 2021 (pp. 563-574). Singapore: Springer Nature Singapore.",被引用次数：3,没有链接
"Activities of the enzymes LDH, gamma-GT, GOT, GPT and lactoperoxidase in the milk of breeding mares during the course of lactation","E Rieland, A Hatzipanagiotou, S Jahnecke… - Berliner und …, 1998 - europepmc.org","Milk samples were collected from 44 mares (trotters, warm blood horses, quarter horses)
during lactation between the 1st and 90th day pp at 20 defined days. The activity of the …","Rieland, E., Hatzipanagiotou, A., Jahnecke, S., & Enbergs, H. (1998). Activities of the enzymes LDH, gamma-GT, GOT, GPT and lactoperoxidase in the milk of breeding mares during the course of lactation. Berliner und Munchener Tierarztliche Wochenschrift, 111(3), 81-89.",被引用次数：3,没有链接
Serum creatinine concentrations S-GOT and S-GPT activities and lead exposure,"S Tola, CH Nordman - … Archives of Occupational and Environmental Health, 1977 - Springer","… -GPT) activities of 377 men and 235 women were compared to the respective blood lead (B-Pb)
concentrations There was no correlation between S-Creat, S-GOT, or S-GPT … and S-GPT …","Tola, S., & Nordman, C. S. H. (1977). Serum creatinine concentrations S-GOT and S-GPT activities and lead exposure. International Archives of Occupational and Environmental Health, 39, 37-44.",被引用次数：3,没有链接
A Disability Lens towards Biases in GPT-3 Generated Open-Ended Languages,"AA Amin, KS Kabir - arXiv preprint arXiv:2206.11993, 2022 - arxiv.org","Language models (LM) are becoming prevalent in many language-based application spaces
globally. Although these LMs are improving our day-to-day interactions with digital products…","Amin, A. A., & Kabir, K. S. (2022). A Disability Lens towards Biases in GPT-3 Generated Open-Ended Languages. arXiv preprint arXiv:2206.11993.",被引用次数：3,https://arxiv.org/pdf/2206.11993
[PDF] 345M-GPT-2 After James Wright: Can AI Generate Convincing Contemporary Poetry?,J Zitelli - 2020 - digital.kenyon.edu,"… This goal makes GPT-2 capable of completing various tasks: It … GPT-2 1.5BM OpenAI is
taking a staged-release approach, with the most powerful version currently available being GPT-…","Zitelli, J. (2020). 345M-GPT-2 After James Wright: Can AI Generate Convincing Contemporary Poetry?.",被引用次数：3,https://digital.kenyon.edu/cgi/viewcontent.cgi?article=1018&context=dh_iphs_prog
Effects of cucl2 on UV‐mutagenesis and on DNA damage in a restriction fragment of E. Coli gpt,"TG Rossman, LM Rubin, TJ Kneip - Toxicological & Environmental …, 1989 - Taylor & Francis","CuCl 2 does not cause Trp + reversion in E. coli WP2. However, when the bacteria are
exposed to CuCl 2 and UV‐irradiated, a greater than 3‐fold enhancement of mutagenesis (…","Rossman, T. G., Rubin, L. M., & Kneip, T. J. (1989). Effects of cucl2 on UV‐mutagenesis and on DNA damage in a restriction fragment of E. Coli gpt. Toxicological & Environmental Chemistry, 23(1-4), 65-72.",被引用次数：3,没有链接
A rapid and sensitive assay system for bacterial gpt activity in transfected mammalian cells.,"T Shimada - Nucleic acids research, 1987 - ncbi.nlm.nih.gov","I have developed a modified method to detect bacterial xanthine-guanine phosphoribosyltransferase
(gpt) activity in transfected mammalian cells (1, 2). A volatile triethylamine-CO2 …","Shimada, T. (1987). A rapid and sensitive assay system for bacterial gpt activity in transfected mammalian cells. Nucleic acids research, 15(12), 4992.",被引用次数：3,没有链接
The Monte Carlo GPT methodology for the analysis of ratios of functionals bilinear with the real and adjoint neutron fluxes,"N Burgio, L Cretara, M D'Onorio, M Frullini… - Annals of Nuclear …, 2017 - Elsevier","… (SPT) and generalized perturbation theory (GPT) methods have been historically developed
… as MC-GPT, is envisaged to enable Monte Carlo codes to be used also for GPT analysis. A …","Burgio, N., Cretara, L., D'Onorio, M., Frullini, M., Gandini, A., Gatto, R., & Santagata, A. (2017). The Monte Carlo GPT methodology for the analysis of ratios of functionals bilinear with the real and adjoint neutron fluxes. Annals of Nuclear Energy, 106, 154-159.",被引用次数：3,没有链接
Polymorphism of soluble glutamic-pyruvic transaminase: a new genetic marker in man,"SH Chen, ER Giblett - Science, 1971 - science.org","… The single bands of GPT 1 and GPT 2 migrated anodally about 6 … of GPT 1 and GPT 2, and
a third with intermediate mobility. The GPT 2 band usually stained less intensely than the GPT …","Chen, S. H., & Giblett, E. R. (1971). Polymorphism of soluble glutamic-pyruvic transaminase: a new genetic marker in man. Science, 173(3992), 148-149.",被引用次数：3,没有链接
Coaxial bioprinting of cell-laden vascular constructs using a gelatin–tyramine bioink,"S Hong, JS Kim, B Jung, C Won, C Hwang - Biomaterials science, 2019 - pubs.rsc.org","… Additionally, the coaxially extruded tube with HUVECs-in-core (gelatin) and HDFs-in-GPT
sheath (GPT) configuration exhibited a distribution of these two cell types along the tube axis. …","Hong, S., Kim, J. S., Jung, B., Won, C., & Hwang, C. (2019). Coaxial bioprinting of cell-laden vascular constructs using a gelatin–tyramine bioink. Biomaterials science, 7(11), 4578-4587.",被引用次数：57,https://www.researchgate.net/profile/Soyoung-Hong-2/publication/335142993_Coaxial_bioprinting_of_cell-laden_vascular_constructs_using_a_gelatin-tyramine_bioink/links/5e5d9f2c92851cefa1d69fdb/Coaxial-bioprinting-of-cell-laden-vascular-constructs-using-a-gelatin-tyramine-bioink.pdf
Detecting emergent intersectional biases: Contextualized word embeddings contain a distribution of human-like biases,"W Guo, A Caliskan - Proceedings of the 2021 AAAI/ACM Conference on …, 2021 - dl.acm.org","… We find that ELMo is the most biased, followed by BERT, then GPT, with GPT-2 being the
least biased. The overall level of bias correlates with how contextualized the CWE generated …","Guo, W., & Caliskan, A. (2021, July). Detecting emergent intersectional biases: Contextualized word embeddings contain a distribution of human-like biases. In Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society (pp. 122-133).",被引用次数：57,https://dl.acm.org/doi/pdf/10.1145/3461702.3462536
Generative pre-trained transformers (gpt-3) pertain to ai in the law,"D Eliot, B Lance - Available at SSRN 3974887, 2021 - papers.ssrn.com","There has been widespread publicity about a type of AI technology known as Generative
Pre-Trained Transformers, which more commonly is known as GPT. A for-profit firm with the …","Eliot, D., & Lance, B. (2021). Generative pre-trained transformers (gpt-3) pertain to ai in the law. Available at SSRN 3974887.",被引用次数：57,没有链接
"… and the Predicting Factors during 2 Weeks Hospitalization in Healthy Male Volunteers: A Retrospective Study Changes in Serum Levels of GOT, GPT, γ-GTP, LDH …","J AZUMA, Y SETO, N MOCHIZUKI… - … /Japanese Journal of …, 1993 - jstage.jst.go.jp","… GPT軽 度上昇例の背景因子 GPTが 正常範囲を逸脱して上昇する頻度は, 当然,拘 束前GPT値 …
上増加した群では GPT異 常上昇例が高頻度に認められ,体 重増加 とGPT上 昇の関連性が示唆され …","AZUMA, J., SETO, Y., MOCHIZUKI, N., MARUYAMA, K., & OGURA, M. (1993). Changes in the Serum Enzyme Levels and the Predicting Factors during 2 Weeks Hospitalization in Healthy Male Volunteers: A Retrospective Study Changes in Serum Levels of GOT, GPT, γ-GTP, LDH, ALP and LAP. Rinsho yakuri/Japanese Journal of Clinical Pharmacology and Therapeutics, 24(2), 385-396.",被引用次数：57,https://www.jstage.jst.go.jp/article/jscpt1970/24/2/24_2_385/_pdf
The role of the epithelium in modulating the responses of guinea-pig trachea induced by bradykinin in vitro.,"AM Bramley, MN Samhoun, PJ Piper - British journal of …, 1990 - ncbi.nlm.nih.gov","… of the rubbed GPT. There was a significant increase in PGE2 release from the intact GPT
following stimulation with BK. 5 Removal of the epithelium from the GPT significantly reduced …","Bramley, A. M., Samhoun, M. N., & Piper, P. J. (1990). The role of the epithelium in modulating the responses of guinea-pig trachea induced by bradykinin in vitro. British journal of pharmacology, 99(4), 762.",被引用次数：57,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1917543/pdf/brjpharm00259-0137.pdf
The Artificial Creatives: The Rise of Combinatorial Creativity from Dall-E to GPT-3,"G Frosio - Handbook of Artificial Intelligence at Work …, 2023 - papers.ssrn.com","This chapter considers the impact of generative AI, such as Dall-E, Jasper or ChatGPT-3, on
artists and creatives as a category of workers and their creative outputs. The ever-evolving …","Frosio, G. (2023). The Artificial Creatives: The Rise of Combinatorial Creativity from Dall-E to GPT-3. Handbook of Artificial Intelligence at Work: Interconnections and Policy Implications (Edward Elgar, Forthcoming).",被引用次数：57,没有链接
Pendidikan Dasar Musik: Pendampingan dan Pelatihan Notasi Dasar kepada Remaja di GPT “MARANATHA” Desa Penda Pilang–Tumbang Manyangan,"S Saputra, T Tafonao - Jurnal Nusantara Mengabdi, 2022 - penerbitgoodwood.com","Purpose: The purpose of this dedication is to train and prepare teenagers to have notation
reading skills and understand basic notation. Research Methodology: This dedication was …","Saputra, S., & Tafonao, T. (2022). Pendidikan Dasar Musik: Pendampingan dan Pelatihan Notasi Dasar kepada Remaja di GPT “MARANATHA” Desa Penda Pilang–Tumbang Manyangan. Jurnal Nusantara Mengabdi, 1(3), 137-144.",被引用次数：57,http://penerbitgoodwood.com/index.php/JNM/article/download/973/251
[PDF] Evaluating the role of non-lexical markers in GPT-2's language modeling behavior,"R Rocca, A de la Vega - Proceedings of the 3rd Workshop on …, 2022 - aclanthology.org","… Here, we analyze GPT-2’s language modeling behavior in paral… This study focuses uniquely
on GPT-2, and the patterns observed … Finally, this study compares GPT-2’s behavior across …","Rocca, R., & de la Vega, A. (2022, November). Evaluating the role of non-lexical markers in GPT-2’s language modeling behavior. In Proceedings of the 3rd Workshop on Evaluation and Comparison of NLP Systems (pp. 96-102).",被引用次数：57,https://aclanthology.org/2022.eval4nlp-1.10.pdf
High performance asynchronous transfer mode switch,"RJ Proctor, TS Maddern, MT Jeffrey, A Philip - US Patent 5,303,232, 1994 - Google Patents","The invention concerns an Asynchronous Transfer Mode Switch having a plurality of input
stages (IS1... 1SN) each for receiving a digital data transmission stream (DS1... 256) …","Proctor, R. J., Maddern, T. S., Jeffrey, M. T., & Philip, A. (1994). U.S. Patent No. 5,303,232. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：57,https://patentimages.storage.googleapis.com/pdfs/US5303232.pdf
GPT2: Empirical slant delay model for radio space geodetic techniques,"K Lagler, M Schindelegger, J B?hm… - Geophysical …, 2013 - Wiley Online Library","… [10] In this section, we compare GPT2 to GPT/GMF and specifically test their respective
pressure value outputs against barometric observations of 350 sites distributed all over the Earth. …","Lagler, K., Schindelegger, M., B?hm, J., Krásná, H., & Nilsson, T. (2013). GPT2: Empirical slant delay model for radio space geodetic techniques. Geophysical research letters, 40(6), 1069-1073.",被引用次数：57,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/grl.50288
Telecommunication network having ATM switching centers and STM switching centers,"L Schmidt, A Jugel, A Mallinson, P Rau - US Patent 5,301,189, 1994 - Google Patents","The telecommunication network is composed to a greater degree of ATM exchanges (ATM)
and to a lesser degree of STM exchanges (STM). Information coming from an STM exchange …","Schmidt, L., Jugel, A., Mallinson, A., & Rau, P. (1994). U.S. Patent No. 5,301,189. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：48,https://patentimages.storage.googleapis.com/55/40/c4/2757dad314a572/US5301189.pdf
Telecommunications network including a channel switching protection arrangement,"ST Chapman - US Patent 5,974,027, 1999 - Google Patents","An SDH (Synchronous Digital Hierarchy) telecommunications network has a plurality of
interconnected nodes (1, 2, 3, 4). Working channels (7, 6) are defined between respective pairs …","Chapman, S. T. (1999). U.S. Patent No. 5,974,027. Washington, DC: U.S. Patent and Trademark Office.",被引用次数：48,https://patentimages.storage.googleapis.com/36/80/40/e563c44edf742b/US5974027.pdf
[PDF] Evaluation on AGI/GPT based on the DIKWP for QianWen,"Y Mei, Y Li, Y Duan - arXiv preprint, 2023 - researchgate.net","… With the goal of changing the AGI/GPT capability test from a black-box model to a white-box …
evaluate GPT-4 and Baidu's ""Wen Xin Yi Yan"" large model. Baba's large-scale GPT product ""…","Mei, Y., Li, Y., & Duan, Y. (2023). Evaluation on AGI/GPT based on the DIKWP for QianWen. arXiv preprint.",被引用次数：48,https://www.researchgate.net/profile/Yucong-Duan/publication/369921112_Evaluation_on_AGIGPT_based_on_the_DIKWP_for_QianWen_AGIGPT_Tongyi_Thousand_Questions_Evaluation_Based_on_DIKWP/links/64349f7620f25554da220d08/Evaluation-on-AGI-GPT-based-on-the-DIKWP-for-QianWen-AGI-GPT-Tongyi-Thousand-Questions-Evaluation-Based-on-DIKWP.pdf
"OGPT: A Guidance-Oriented Periodic Testing Framework with Online Learning, Online Testing, and Online Feedback","Y Ren, Y Shang, K Liang, X Zhang, Y Zhang - … Information Processing: 29th …, 2023 - Springer","… called O\(^3\)GPT, which selects the most suitable questions … Subsequently, in Stage2,
O\(^3\)GPT incorporates a flexible … Finally, to set up the online feedback, we test O\(^3\)GPT on …","Ren, Y., Shang, Y., Liang, K., Zhang, X., & Zhang, Y. (2023, April). O 3 GPT: A Guidance-Oriented Periodic Testing Framework with Online Learning, Online Testing, and Online Feedback. In Neural Information Processing: 29th International Conference, ICONIP 2022, Virtual Event, November 22–26, 2022, Proceedings, Part IV (pp. 130-141). Singapore: Springer Nature Singapore.",被引用次数：48,没有链接
Analysis of specific lysine histone H3 and H4 acetylation and methylation status in clones of cells with a gene silenced by nickel exposure,"Y Yan, T Kluz, P Zhang, H Chen, M Costa - Toxicology and applied …, 2003 - Elsevier","… We have previously reported that the gpt transgene in G12 … H3 and H4 acetylation and gpt
gene expression in selected … protein MeCP2 was targeted to the gpt gene locus, resulting in …","Yan, Y., Kluz, T., Zhang, P., Chen, H. B., & Costa, M. (2003). Analysis of specific lysine histone H3 and H4 acetylation and methylation status in clones of cells with a gene silenced by nickel exposure. Toxicology and applied pharmacology, 190(3), 272-277.",被引用次数：48,没有链接
Hierarchical GPT with Congruent Transformers for Multi-Sentence Language Models,"J Roh, H Gim, SY Lee - arXiv preprint arXiv:2009.08636, 2020 - arxiv.org","… We report a GPT-based multi-sentence language model for dialogue generation and document
understanding. First, we propose a hierarchical GPT which consists of three blocks, ie, a …","Roh, J., Gim, H., & Lee, S. Y. (2020). Hierarchical GPT with Congruent Transformers for Multi-Sentence Language Models. arXiv preprint arXiv:2009.08636.",被引用次数：48,https://arxiv.org/pdf/2009.08636
Few-shot generative conversational query rewriting,"S Yu, J Liu, J Yang, C Xiong, P Bennett, J Gao… - Proceedings of the 43rd …, 2020 - dl.acm.org","… This work studies learning with GPT-2 in conversational query … and conversational queries
to train a GPT-2 model, as a … of weak supervision data for the GPT-2 rewriter to learn the …","Yu, S., Liu, J., Yang, J., Xiong, C., Bennett, P., Gao, J., & Liu, Z. (2020, July). Few-shot generative conversational query rewriting. In Proceedings of the 43rd International ACM SIGIR conference on research and development in Information Retrieval (pp. 1933-1936).",被引用次数：48,https://arxiv.org/pdf/2006.05009
ChatGPT and the future of medical writing,"S Biswas - Radiology, 2023 - pubs.rsna.org","… of GPT in … GPT is often used in chatbots, which are computer programs that are designed
to hold conversations with human users through text or voice input. Chatbots that use GPT are …","Biswas, S. (2023). ChatGPT and the future of medical writing. Radiology, 223312.",被引用次数：48,没有链接
Towards Russian text generation problem using OpenAI's GPT-2,"O Shatalov, NV Ryabova - 2021 - openarchive.nure.ua","This work is devoted to Natural Language Generation (NLG) problem. The modern
approaches in this area based on deep neural networks are considered. The most famous and …","Shatalov, O., & Ryabova, N. V. (2021). Towards Russian text generation problem using OpenAI’s GPT-2. CEUR Workshop Proceedings.",被引用次数：48,https://openarchive.nure.ua/bitstreams/414415ce-6e08-4f36-8f60-d1c72a442294/download
